fgood,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,tob,dpd,dep,dc,od,home,dd,online,period
No,1,1,0,47.14465777,7,Yes,Yes,M,4,Medium,11988.91,25,2,No,1,No,12/31/2017
No,1,1,0,39.48950535,4,No,No,M,3,Medium,14318.09,26,2,No,0,Yes,2/28/2018
No,1,1,0,25.9549376,8,No,No,P,3,Medium,13687.51,22,0,Yes,1,Yes,1/31/2018
No,1,2,1,34.96747567,6,No,No,M,1,Medium,11536.04,24,2,No,0,Yes,2/28/2018
No,2,2,0,46.2864416,5,No,No,A,5,High,18742.08,19,2,Yes,1,Yes,6/30/2018
No,0,2,1,46.41613891,6,Yes,Yes,P,4,Medium,15799.99,24,0,No,0,No,12/31/2017
No,2,3,1,60.95778566,6,No,No,P,4,Medium,11657.94,20,0,No,1,Yes,1/31/2018
No,2,3,1,47.93505448,4,No,No,A,2,Low,9843.73,21,1,Yes,1,Yes,5/31/2018
No,1,2,0,37.15398689,8,No,No,M,3,Medium,11846.52,22,0,No,1,Yes,1/31/2018
No,1,3,1,39.72434442,7,No,No,P,5,Medium,14678.16,25,0,Yes,2,No,12/31/2017
No,2,1,1,54.80803999,4,No,No,A,1,Medium,10208.01,23,0,No,0,No,5/31/2018
No,1,3,1,36.63914391,5,No,No,P,3,Low,15483.99,25,0,Yes,1,No,4/30/2018
No,1,2,0,53.58237932,7,No,No,M,2,Medium,11798.36,21,1,No,0,Yes,5/31/2018
No,2,3,1,32.89705475,6,No,No,A,1,Medium,10048.34,27,1,No,0,Yes,5/31/2018
No,1,3,0,51.17004843,7,No,No,M,3,Medium,16387.35,21,1,No,0,No,6/30/2018
No,1,1,0,43.31820424,5,No,No,M,2,Medium,6001.79,19,0,No,1,No,5/31/2018
No,1,0,2,58.37173511,5,Yes,No,M,2,High,10680.75,10,0,No,0,Yes,12/31/2017
No,1,2,1,51.70608434,4,No,No,P,4,Low,14756.56,24,2,No,1,No,4/30/2018
No,2,3,1,36.73879063,5,No,No,P,3,Medium,14567.92,24,0,No,0,Yes,3/31/2018
No,1,1,0,48.34260291,5,No,No,P,3,Medium,12991.74,26,0,No,1,No,3/31/2018
No,1,1,1,24.3101761,5,No,Yes,M,2,Medium,9087.81,12,0,No,2,No,3/31/2018
No,1,2,0,35.58260298,7,No,No,A,5,Medium,18881.72,30,1,Yes,1,No,7/31/2018
No,2,2,0,14.4909249,7,No,No,A,5,Low,13514.31,27,0,Yes,1,Yes,8/31/2018
No,0,0,0,25.58475991,7,No,No,A,5,Medium,16552.54,33,0,Yes,2,No,2/28/2018
No,2,4,1,80.51381335,4,No,No,M,0,Low,7519.55,23,2,No,0,Yes,9/30/2018
No,0,1,0,29.4223186,6,No,No,A,3,High,17726.8,18,0,No,0,Yes,9/30/2018
No,1,0,1,25.10663397,6,No,No,M,5,Medium,14674.42,24,0,Yes,1,No,12/31/2017
No,0,2,0,70.34441065,4,No,No,A,2,Medium,11304.94,17,0,Yes,1,Yes,1/31/2018
No,2,3,2,66.01383626,3,Yes,Yes,M,2,Low,10222.27,19,2,No,0,Yes,1/31/2018
No,0,2,2,27.70487871,6,No,No,A,5,Low,7649.98,26,0,Yes,2,No,2/28/2018
No,1,2,0,3.603035196,6,No,No,A,2,Low,7253.66,18,0,No,2,Yes,9/30/2018
No,0,2,0,45.20845133,3,No,No,M,2,Medium,16526.23,20,0,No,0,Yes,2/28/2018
No,1,3,2,24.97864728,4,Yes,Yes,M,3,Low,14186.96,18,1,No,0,Yes,1/31/2018
No,1,2,0,52.29425941,4,No,No,M,1,Low,8922.71,18,1,No,0,Yes,4/30/2018
No,1,2,0,6.772392601,5,No,No,A,2,Medium,11746.76,29,0,Yes,1,No,9/30/2018
No,1,2,2,34.40043014,8,No,No,P,3,Medium,9621.63,25,0,No,0,No,7/31/2018
No,0,1,1,48.78803026,7,Yes,Yes,A,2,Medium,11781.59,21,0,Yes,1,Yes,2/28/2018
No,0,0,0,43.08626158,5,No,No,P,5,Medium,15979.67,29,0,Yes,2,Yes,1/31/2018
No,1,1,0,56.53416354,6,No,No,P,5,Medium,14440.19,22,0,No,2,Yes,9/30/2018
No,2,2,1,51.42258633,4,No,No,A,3,Low,12405.31,14,2,No,1,No,5/31/2018
No,1,2,0,27.18147923,5,No,No,P,5,Medium,25000,28,0,Yes,1,No,8/31/2018
No,1,2,0,45.14086738,5,No,No,A,5,Low,10787.68,27,0,No,1,No,4/30/2018
No,0,2,0,7.070425498,7,No,No,M,2,Medium,12624.99,29,0,No,1,Yes,3/31/2018
No,0,0,0,39.62400468,5,No,No,M,2,Medium,16210.33,20,2,Yes,1,Yes,12/31/2017
No,1,1,0,52.38994873,8,No,No,M,5,Medium,10967.8,22,0,Yes,1,Yes,5/31/2018
No,1,2,0,45.29200012,6,No,No,A,5,Medium,10964.97,19,0,Yes,2,No,9/30/2018
No,0,1,0,39.81140641,6,No,No,M,2,Medium,10485.12,17,0,No,0,Yes,3/31/2018
No,2,1,1,29.83506164,6,No,Yes,A,3,Low,13436.56,18,0,Yes,0,Yes,7/31/2018
No,1,1,0,43.32208856,5,No,No,M,3,Medium,18130.15,22,0,No,0,Yes,6/30/2018
No,1,2,1,53.60294135,7,No,No,A,4,Low,9081.64,27,0,No,0,Yes,2/28/2018
No,1,2,0,39.95940486,5,No,No,M,2,Low,13187.06,24,0,No,0,Yes,8/31/2018
No,0,0,1,24.74762189,8,No,No,A,3,Medium,8173.66,28,0,No,2,Yes,2/28/2018
No,1,3,1,57.13694334,6,Yes,No,M,2,Low,10272.34,14,1,No,1,Yes,7/31/2018
No,1,2,1,45.07787666,5,No,No,P,5,High,16953.24,29,1,Yes,0,Yes,3/31/2018
No,1,1,0,30.97000517,6,No,No,A,4,Medium,13984.21,22,0,No,1,No,7/31/2018
No,1,2,1,41.61324018,5,No,No,M,4,Medium,11944.49,23,2,Yes,1,No,9/30/2018
No,0,0,0,42.35205744,5,No,No,P,5,Medium,14533,30,0,Yes,2,No,9/30/2018
No,0,0,0,56.47837159,8,No,No,A,5,Medium,17199.97,27,0,No,0,No,9/30/2018
No,0,1,1,26.16957498,7,No,No,A,2,High,8836.2,24,1,No,1,Yes,4/30/2018
No,1,1,0,56.63178089,6,No,Yes,M,5,Low,13294.69,15,0,No,0,No,6/30/2018
No,1,2,0,43.3755396,5,No,No,M,2,High,13020.87,14,0,No,1,No,9/30/2018
No,1,1,1,19.94384711,7,No,No,M,1,Medium,12327.51,25,1,No,1,No,2/28/2018
No,0,0,0,25.46123075,7,No,No,A,5,Medium,15924.52,28,0,Yes,1,No,3/31/2018
No,0,1,0,24.39136062,5,No,No,M,2,Medium,14248.49,22,0,Yes,1,Yes,7/31/2018
No,1,2,0,32.7065723,6,No,No,A,4,Medium,13978.24,18,0,Yes,2,No,6/30/2018
No,2,2,0,46.39554635,6,No,Yes,P,5,Low,18457.41,25,0,Yes,0,Yes,3/31/2018
No,1,3,1,52.24564813,5,Yes,Yes,M,0,Low,7415.43,20,2,No,0,Yes,3/31/2018
No,1,1,0,24.07871061,5,No,No,A,4,Medium,15533,19,0,Yes,2,No,5/31/2018
No,2,2,1,47.5044636,5,No,Yes,M,2,High,7254.65,16,0,No,0,Yes,9/30/2018
No,0,0,1,38.78684333,7,No,No,P,2,Medium,12679.92,25,0,Yes,1,No,3/31/2018
No,1,2,0,40.05539317,8,No,No,A,3,High,14740.1,29,0,No,0,No,2/28/2018
No,1,1,0,29.2082881,6,No,No,M,3,Medium,7424.82,29,0,No,1,No,5/31/2018
No,2,3,0,58.93236033,8,No,No,P,3,Medium,12220.96,20,0,No,1,No,5/31/2018
No,2,2,1,52.92901172,5,No,No,P,5,Medium,14647.4,26,0,No,0,No,7/31/2018
No,2,2,1,46.07767824,5,No,No,M,2,Medium,14624.85,14,1,No,0,Yes,7/31/2018
No,2,5,1,67.71478397,7,Yes,No,M,2,High,7921.73,21,0,No,0,No,5/31/2018
No,0,0,0,63.3921778,5,No,No,P,5,Medium,13889.42,29,1,Yes,2,Yes,6/30/2018
No,2,2,0,55.54767879,5,No,No,A,1,Medium,8953.52,28,0,No,1,No,4/30/2018
No,2,3,1,40.27595958,4,No,No,A,5,High,10703.55,21,0,No,1,No,9/30/2018
No,1,1,0,33.81524173,8,No,No,A,3,Medium,12159.47,25,0,No,1,No,5/31/2018
No,0,0,0,57.09500183,3,No,No,A,3,Medium,11694.22,27,1,No,1,No,4/30/2018
No,1,0,0,46.31434267,7,No,No,P,4,Low,8763.34,23,0,Yes,1,Yes,2/28/2018
No,1,2,0,33.41778855,6,No,No,P,4,Medium,12330.34,22,0,Yes,2,No,6/30/2018
No,0,2,1,41.2324489,8,Yes,Yes,A,3,High,12584.35,25,0,No,1,Yes,3/31/2018
No,2,3,1,41.76934529,5,No,No,M,0,High,2497.68,8,0,No,0,No,1/31/2018
No,1,2,1,48.45417752,4,No,No,M,3,Medium,14137.89,21,0,No,0,Yes,3/31/2018
No,2,2,1,66.91460323,5,Yes,Yes,M,0,High,4187.54,10,2,No,0,Yes,4/30/2018
No,1,1,0,24.77371181,7,No,No,M,4,Medium,21035.02,23,0,Yes,0,Yes,6/30/2018
No,2,3,1,50.83879789,6,No,No,P,5,Medium,10622.09,27,0,No,1,No,2/28/2018
No,1,0,0,29.55539446,6,No,No,M,2,Medium,9415.62,24,1,No,1,Yes,1/31/2018
No,1,3,1,61.10292507,5,No,No,M,3,Medium,8013.82,24,1,No,1,No,6/30/2018
No,0,0,0,42.99412097,5,No,Yes,A,5,Low,10759.07,30,0,Yes,2,Yes,2/28/2018
No,1,1,0,33.6765726,6,No,Yes,M,5,Medium,10273.05,22,0,No,1,No,3/31/2018
No,1,3,0,36.30937301,5,No,No,M,1,Medium,11079.92,23,0,No,0,Yes,6/30/2018
No,2,4,1,39.46203573,6,No,No,P,1,Medium,15364.43,20,2,Yes,0,Yes,3/31/2018
No,1,0,0,28.05442052,6,No,No,P,2,Medium,12618.21,29,0,No,1,Yes,4/30/2018
No,1,3,0,55.12227348,8,No,No,P,3,Low,14443.6,35,2,No,0,Yes,12/31/2017
No,1,2,1,59.17517048,6,Yes,Yes,M,1,High,6099.9,17,0,No,1,Yes,7/31/2018
No,1,1,0,48.88382174,5,No,No,M,3,High,9077.15,22,2,No,0,Yes,1/31/2018
No,1,2,0,30.25980801,5,No,No,P,3,Low,13544.66,32,0,No,0,Yes,4/30/2018
No,2,2,1,23.06417593,5,No,No,P,3,Medium,14125.78,21,0,Yes,1,Yes,7/31/2018
No,1,2,1,37.31396292,4,No,No,P,5,High,14179.29,24,0,Yes,1,No,5/31/2018
No,1,3,0,35.21932991,3,No,No,M,2,Medium,16414.24,13,0,No,0,Yes,5/31/2018
No,1,1,1,38.29167053,6,No,No,A,3,Medium,12422.54,22,1,No,2,Yes,6/30/2018
No,1,2,0,15.06584801,6,No,No,M,2,Medium,13742.6,23,1,No,0,Yes,3/31/2018
No,2,5,1,31.18373748,5,No,No,P,3,Medium,12710.24,24,0,No,2,Yes,2/28/2018
No,1,1,1,46.07784013,6,No,Yes,M,3,Low,11215.63,14,0,Yes,1,Yes,7/31/2018
No,2,1,0,41.13043682,7,No,No,A,3,Medium,13646.67,24,0,No,0,No,4/30/2018
No,1,0,0,29.06835434,5,No,No,M,2,Medium,16256.24,25,1,No,0,Yes,2/28/2018
No,1,2,0,30.96106867,7,No,No,M,4,Medium,12665.11,23,2,No,1,No,5/31/2018
No,1,3,0,44.17356635,8,No,No,P,4,Medium,12876.41,27,0,No,1,No,6/30/2018
No,0,0,0,16.60942868,6,No,No,A,1,Medium,9293.16,26,0,No,1,Yes,2/28/2018
No,1,0,0,32.38835309,7,No,No,A,5,Medium,15399.07,22,0,Yes,1,No,5/31/2018
No,2,1,1,30.05124989,5,No,No,A,2,Medium,11082.33,27,1,No,0,Yes,5/31/2018
No,1,3,1,54.32446162,6,No,No,M,2,Medium,10668.03,14,0,No,0,Yes,7/31/2018
No,1,2,1,53.76235608,8,Yes,No,M,2,High,10885.41,22,2,No,0,No,4/30/2018
No,0,1,0,42.4873916,7,No,No,A,3,Medium,17445.27,27,2,No,0,No,5/31/2018
No,1,0,0,37.26323611,5,No,Yes,A,2,Medium,15961.27,19,0,No,1,Yes,6/30/2018
No,1,1,1,35.67253635,5,Yes,No,M,2,Low,7677.17,26,2,No,1,Yes,4/30/2018
No,1,3,0,56.76211893,4,No,No,P,5,Low,12148.35,25,0,No,1,No,3/31/2018
No,1,2,0,38.34242897,6,No,No,P,5,Medium,18628.18,27,0,Yes,0,No,4/30/2018
No,1,2,0,27.93436508,4,No,No,P,5,High,15895.67,29,2,Yes,1,Yes,4/30/2018
No,1,0,0,42.02860344,6,No,No,P,3,Medium,12476.83,19,2,Yes,2,Yes,3/31/2018
No,1,2,0,30.54194833,8,No,No,M,3,Medium,14933.98,24,2,No,0,No,5/31/2018
No,2,3,0,49.59407641,5,No,Yes,A,3,Low,9918.05,24,0,No,0,No,2/28/2018
Yes,0,0,1,43.91618943,5,No,No,A,3,Medium,7667.02,18,0,Yes,2,No,6/30/2018
Yes,2,4,1,66.55461137,4,Yes,No,M,0,High,5586.31,10,2,No,0,Yes,6/30/2018
Yes,1,3,2,61.83690832,5,Yes,No,M,1,High,5865.09,16,2,No,0,Yes,5/31/2018
Yes,1,3,1,41.82923882,4,No,No,A,2,High,11249.78,23,2,No,0,Yes,9/30/2018
Yes,2,2,0,28.12169873,5,No,No,M,1,Medium,9995.3,18,1,No,0,No,2/28/2018
Yes,2,3,0,38.35296357,5,No,No,M,3,Medium,9411.92,25,0,No,0,Yes,9/30/2018
Yes,1,2,0,52.18728355,4,No,No,M,1,Low,12018.06,32,2,No,0,No,6/30/2018
Yes,1,1,0,38.07410265,7,No,No,M,1,Medium,10054.8,18,1,No,1,Yes,2/28/2018
Yes,1,1,0,24.3742743,6,No,No,M,2,Medium,12005.13,19,2,No,1,No,4/30/2018
Yes,2,4,1,33.49346038,7,No,No,M,2,Medium,11732.96,19,1,No,1,No,12/31/2017
Yes,1,5,0,32.41460769,6,Yes,Yes,M,2,High,11917.19,21,2,No,0,Yes,6/30/2018
Yes,0,1,1,44.85227867,6,No,No,A,1,High,9688.13,22,0,No,0,Yes,7/31/2018
Yes,2,2,1,48.47244917,6,No,No,M,0,High,6537.38,23,2,No,0,Yes,4/30/2018
Yes,1,2,0,57.79339177,4,No,No,A,5,High,11267.84,25,1,No,0,No,9/30/2018
Yes,2,2,1,52.55226752,7,No,No,M,1,High,8736.05,19,0,No,0,Yes,7/31/2018
Yes,2,3,1,78.56299516,5,Yes,No,M,3,High,13837.74,22,2,No,0,Yes,12/31/2017
Yes,2,2,1,49.60319061,6,No,Yes,M,1,Medium,10009.67,12,0,No,0,No,12/31/2017
Yes,2,2,0,49.15596212,6,No,No,M,0,Medium,8053.41,26,2,No,1,Yes,12/31/2017
Yes,1,2,1,45.38942664,6,No,No,A,4,Medium,9662.12,20,0,Yes,2,Yes,5/31/2018
Yes,1,4,2,79.22798733,5,Yes,No,A,4,High,11739.92,21,1,No,0,No,3/31/2018
Yes,1,2,1,35.05368919,3,No,No,M,3,High,10304.16,29,1,No,0,Yes,9/30/2018
Yes,1,2,1,52.55048896,4,No,Yes,M,4,High,16721.83,19,2,No,0,Yes,3/31/2018
Yes,1,2,0,66.88438524,6,No,No,M,2,Medium,11044.99,26,2,No,0,No,5/31/2018
Yes,2,3,2,47.72201369,7,No,No,A,2,Medium,11102.38,27,0,No,0,No,8/31/2018
Yes,2,3,1,50.03198191,6,Yes,Yes,M,0,High,11134.92,7,1,No,0,Yes,4/30/2018
Yes,1,2,1,15.89828663,7,No,No,M,1,High,7792.1,19,0,No,0,Yes,5/31/2018
Yes,1,3,0,36.66866938,4,No,No,M,1,Low,9843.13,25,1,No,0,No,1/31/2018
Yes,2,3,1,56.73757745,7,No,No,M,2,Medium,10483.72,18,2,No,0,Yes,2/28/2018
Yes,1,4,1,35.60202258,4,Yes,No,M,0,High,6722.8,19,1,No,0,Yes,2/28/2018
Yes,1,2,0,39.06846017,6,No,No,P,5,Medium,16052.78,33,0,Yes,1,No,5/31/2018
Yes,2,1,1,62.56611989,5,No,No,M,0,Medium,7951.11,17,2,No,0,No,12/31/2017
Yes,0,3,1,33.55034138,7,No,No,A,2,Medium,13546.15,19,0,No,2,No,8/31/2018
Yes,0,2,1,34.79364447,4,Yes,Yes,M,1,Low,6355.68,20,0,Yes,2,No,12/31/2017
Yes,1,2,0,14.9820142,7,No,No,M,2,Medium,10515.78,23,0,No,0,Yes,1/31/2018
Yes,1,1,1,29.88911153,7,No,Yes,M,2,Low,13429.32,14,0,No,0,No,4/30/2018
Yes,1,3,0,24.15755973,6,No,Yes,A,2,Low,8965.77,24,0,No,1,No,2/28/2018
Yes,1,0,0,58.92528164,7,No,No,M,2,Medium,13845.97,19,0,No,0,Yes,4/30/2018
Yes,2,2,0,43.83083426,6,No,No,M,2,Medium,14594.07,17,0,No,0,Yes,5/31/2018
Yes,1,2,0,57.18124092,5,No,No,A,2,Medium,10180.32,26,0,No,0,Yes,1/31/2018
Yes,2,2,1,38.57487118,5,Yes,Yes,M,2,High,11822.35,12,2,No,0,Yes,7/31/2018
Yes,0,2,0,33.5795843,7,Yes,No,M,3,High,16659.19,22,2,No,0,Yes,9/30/2018
Yes,2,2,0,74.44798847,5,Yes,Yes,A,3,High,6498.31,33,2,No,0,No,1/31/2018
Yes,0,0,0,15.48184994,5,No,No,M,0,Medium,12720.83,25,2,No,1,Yes,6/30/2018
Yes,1,2,1,51.07512351,8,No,No,M,3,Medium,10615.51,23,0,No,0,No,4/30/2018
Yes,1,0,0,56.10446498,7,No,Yes,M,1,Low,9086.44,16,0,Yes,1,Yes,4/30/2018
Yes,2,0,0,63.23566127,4,No,No,M,2,Low,9745.39,27,2,No,0,No,9/30/2018
Yes,2,3,1,36.60824919,6,No,No,M,2,Medium,10160.77,25,1,No,0,Yes,1/31/2018
Yes,1,3,1,47.01101362,6,No,No,M,2,Medium,8455.72,21,0,Yes,0,Yes,6/30/2018
Yes,2,2,2,48.48323344,4,No,No,P,0,Low,7179.76,20,2,No,1,No,9/30/2018
Yes,1,2,1,26.54310715,6,No,Yes,M,0,Medium,6580.75,26,0,No,1,Yes,3/31/2018
Yes,1,3,1,77.34810926,5,No,No,M,0,Low,8684.53,11,1,No,0,Yes,6/30/2018
Yes,2,3,1,52.60951337,6,Yes,No,M,1,Low,11000.09,15,2,No,0,Yes,12/31/2017
Yes,2,3,2,38.04731911,5,No,Yes,M,1,High,7562.32,24,1,No,0,Yes,7/31/2018
Yes,1,1,1,50.43227054,4,No,No,M,3,High,8591.41,22,0,No,0,No,5/31/2018
Yes,0,2,0,43.13355477,7,No,No,M,2,High,7802.01,23,0,No,1,No,6/30/2018
Yes,1,1,1,38.38420757,8,Yes,No,A,4,Low,15130.02,19,2,Yes,2,No,6/30/2018
Yes,1,2,0,27.01735129,5,No,Yes,M,2,Medium,6882.46,20,0,Yes,2,Yes,9/30/2018
Yes,2,4,1,43.02591925,3,No,No,A,5,Medium,15603.42,25,0,Yes,0,Yes,2/28/2018
Yes,1,4,1,50.13449511,6,No,No,P,3,Low,13001.7,26,0,No,0,Yes,5/31/2018
Yes,2,4,2,59.2662376,4,Yes,Yes,M,0,High,10000.65,13,2,No,0,Yes,1/31/2018
Yes,2,5,1,75.43915734,5,Yes,No,M,0,High,4936.26,16,2,No,0,Yes,7/31/2018
Yes,2,3,0,60.52068128,6,Yes,Yes,M,1,High,11049.51,15,2,No,0,Yes,3/31/2018
Yes,1,2,1,33.61984236,5,No,No,M,2,Low,9873.54,20,2,No,0,Yes,7/31/2018
Yes,1,1,0,35.66403094,5,Yes,Yes,M,3,Low,12578.64,27,2,Yes,0,Yes,6/30/2018
Yes,1,4,0,39.94114821,5,No,No,M,2,Low,9619.62,20,0,No,0,Yes,3/31/2018
Yes,1,2,1,41.3834745,4,No,No,A,2,Medium,10159.19,26,0,Yes,1,Yes,1/31/2018
Yes,2,2,0,27.46662531,6,No,No,M,1,Medium,10245.33,15,0,No,1,No,3/31/2018
Yes,1,3,1,64.924706,5,Yes,Yes,A,3,High,8397.64,27,2,No,0,Yes,8/31/2018
Yes,2,4,1,50.4282664,3,No,No,M,0,High,8774.6,18,2,No,0,Yes,1/31/2018
Yes,2,2,1,45.35942843,6,No,No,A,2,High,3848.42,20,0,No,1,No,5/31/2018
Yes,1,1,0,21.26557055,6,No,No,A,3,Medium,15550.53,30,0,Yes,0,Yes,12/31/2017
Yes,1,2,1,47.46658395,4,No,No,M,1,Low,5530.97,26,1,No,0,Yes,12/31/2017
Yes,1,1,0,56.42184457,6,No,No,A,3,High,10512.36,26,1,No,0,Yes,2/28/2018
Yes,2,1,1,54.47707166,6,Yes,Yes,M,2,High,8506.35,20,2,No,0,Yes,9/30/2018
Yes,2,4,1,68.40989458,5,No,Yes,A,0,High,6576.99,11,2,No,0,Yes,2/28/2018
Yes,2,3,1,47.33922276,5,Yes,Yes,M,1,High,10035.18,6,2,No,0,Yes,8/31/2018
Yes,2,3,1,41.87590895,5,No,No,M,2,Medium,5842.84,20,0,No,1,No,4/30/2018
Yes,0,0,1,45.35253393,5,No,No,M,3,Medium,14646.22,17,1,Yes,0,Yes,3/31/2018
Yes,2,3,1,60.54942831,4,No,No,M,1,Low,14002.52,19,2,No,0,Yes,3/31/2018
Yes,2,2,2,49.38426117,7,No,No,M,2,Low,8774.66,25,1,No,0,Yes,1/31/2018
Yes,2,2,1,47.90139302,5,Yes,Yes,M,1,High,7743.52,25,2,No,0,Yes,9/30/2018
Yes,1,4,2,75.34768577,3,Yes,No,M,1,High,7675.06,16,1,No,0,Yes,1/31/2018
Yes,2,2,1,49.45553142,3,No,No,P,0,Medium,9154.36,21,0,No,0,Yes,6/30/2018
Yes,1,4,1,43.60784688,8,Yes,Yes,M,2,High,6029.6,23,1,No,0,No,4/30/2018
Yes,1,2,1,57.75769387,5,No,No,M,2,Medium,7089.54,21,0,No,1,Yes,8/31/2018
Yes,0,1,0,60.4671308,4,No,No,A,5,Medium,15690.82,12,0,Yes,2,No,7/31/2018
Yes,1,3,1,48.93229515,4,Yes,Yes,A,4,High,13661.34,21,2,No,0,Yes,3/31/2018
Yes,1,3,2,63.78172356,3,Yes,No,M,4,High,13873.35,13,1,Yes,1,Yes,2/28/2018
Yes,1,3,0,49.57466623,8,Yes,Yes,A,3,Low,10571.05,22,0,No,0,No,1/31/2018
Yes,2,3,0,39.87737119,5,No,No,M,1,High,9116.32,19,1,No,0,Yes,8/31/2018
Yes,2,3,0,59.41075073,3,Yes,Yes,M,3,High,9968.99,22,2,No,0,No,9/30/2018
Yes,2,4,1,36.64415165,6,No,No,A,2,Low,10752.44,27,0,No,0,Yes,12/31/2017
Yes,1,2,1,66.26679505,6,No,No,A,2,Low,11540.6,27,2,No,0,No,2/28/2018
Yes,0,1,0,44.31488041,6,Yes,Yes,M,1,Medium,14316.53,17,2,Yes,0,Yes,7/31/2018
Yes,2,4,1,69.32347071,4,Yes,Yes,M,0,High,2856.92,13,0,No,0,Yes,9/30/2018
Yes,2,3,2,46.99853315,4,No,No,P,3,Low,13334.3,25,1,No,0,Yes,3/31/2018
Yes,2,4,2,36.63937447,4,No,Yes,M,2,Medium,11202.84,12,0,No,0,Yes,7/31/2018
Yes,1,3,1,41.04659335,5,Yes,Yes,M,2,High,7264.62,21,1,No,0,Yes,9/30/2018
Yes,1,2,0,39.92572769,6,Yes,Yes,M,1,High,14788.64,23,2,No,0,Yes,1/31/2018
Yes,0,1,1,26.09443937,6,No,Yes,M,3,Medium,16450.71,22,2,No,0,Yes,5/31/2018
Yes,1,1,0,28.99005043,4,No,No,P,4,High,18055.84,27,0,Yes,0,No,6/30/2018
Yes,2,1,1,37.85450455,6,No,No,M,3,Medium,13368.76,24,2,No,0,Yes,4/30/2018
Yes,2,4,1,56.10731485,5,No,No,A,2,High,12964.38,14,0,No,0,Yes,4/30/2018
Yes,1,1,2,44.35020879,4,No,No,M,1,High,9754.89,24,0,No,0,Yes,3/31/2018
Yes,1,1,0,40.82491128,7,No,No,M,4,Low,14628.5,13,0,No,0,Yes,4/30/2018
Yes,2,3,1,66.41209336,5,No,No,M,1,High,10141.01,22,2,No,0,Yes,2/28/2018
Yes,1,2,0,46.96528958,6,No,Yes,M,2,Low,12641.65,16,0,No,0,Yes,2/28/2018
Yes,2,3,1,52.70323481,6,No,No,A,3,Low,5565.14,32,1,No,0,No,7/31/2018
Yes,1,2,1,36.42888102,8,No,No,M,1,Medium,10892.48,22,0,No,0,Yes,5/31/2018
Yes,1,3,1,55.79830689,3,Yes,No,M,1,High,6759.54,24,2,No,1,Yes,12/31/2017
Yes,0,0,0,41.56954284,5,No,No,M,3,Medium,15573.31,25,0,No,0,Yes,9/30/2018
Yes,1,2,0,38.55284645,8,No,No,M,1,Medium,12193.26,18,0,No,0,Yes,1/31/2018
Yes,1,2,0,48.82177157,3,No,No,M,1,Low,8817.29,19,2,No,1,Yes,5/31/2018
Yes,2,2,1,45.74458372,4,No,Yes,M,1,Low,6960.84,26,1,No,0,Yes,12/31/2017
Yes,2,4,1,55.57479199,3,Yes,Yes,M,3,High,10073.59,16,2,No,1,Yes,2/28/2018
Yes,1,3,0,32.61157803,5,No,Yes,M,3,Low,15438.59,18,1,Yes,1,Yes,2/28/2018
Yes,2,4,1,34.60782669,5,No,No,A,2,Low,9398.57,21,0,No,0,No,4/30/2018
Yes,1,3,2,60.5567182,5,Yes,Yes,M,0,Low,5496.38,12,2,No,0,Yes,3/31/2018
Yes,2,2,1,44.05319745,5,Yes,No,M,2,High,10764.08,15,0,No,0,Yes,4/30/2018
Yes,2,3,0,39.36524911,6,No,No,A,2,Medium,9599.04,26,0,No,0,No,2/28/2018
Yes,2,1,0,47.52257086,5,No,No,M,3,High,9575.75,13,0,No,0,No,5/31/2018
Yes,1,1,1,55.72221563,5,No,No,M,0,High,7234.07,13,2,No,0,Yes,8/31/2018
Yes,1,1,1,52.37815199,4,No,Yes,P,3,Medium,14147.01,16,0,No,0,Yes,2/28/2018
Yes,2,3,0,54.70354138,6,No,No,A,3,Medium,9485.78,22,0,No,0,Yes,2/28/2018
Yes,0,1,0,36.26913572,4,No,No,M,3,Medium,9939.02,19,0,No,1,Yes,5/31/2018
Yes,2,3,1,27.6614439,7,Yes,Yes,M,1,High,8451.55,12,2,No,2,Yes,3/31/2018
Yes,1,3,0,41.43428542,5,Yes,No,M,2,High,9631.03,21,2,No,0,Yes,2/28/2018
Yes,1,2,0,61.85766852,3,No,Yes,M,1,Medium,12944.96,13,0,No,0,Yes,5/31/2018
Yes,1,4,1,58.6861176,4,Yes,Yes,A,2,High,10043.05,22,2,No,0,Yes,9/30/2018
Yes,2,3,0,48.28596976,3,No,Yes,A,3,Low,13037,15,2,No,1,Yes,7/31/2018
Yes,0,2,1,48.91072137,3,No,No,M,4,Medium,9918.05,22,1,No,1,No,5/31/2018
Yes,1,2,0,46.57049893,4,No,No,M,2,Medium,7416.28,26,0,No,1,Yes,1/31/2018
Yes,1,3,1,46.09200409,4,No,No,M,2,High,12569.9,14,1,No,0,Yes,4/30/2018
Yes,1,2,2,59.98029285,6,Yes,Yes,M,1,Medium,6956.35,19,0,No,0,Yes,3/31/2018
Yes,1,2,0,34.44660695,3,Yes,Yes,P,5,High,13144.67,26,2,No,1,No,1/31/2018
Yes,1,2,2,56.22607592,4,No,No,M,2,Low,12633.74,22,2,No,0,Yes,9/30/2018
Yes,1,3,0,44.05731496,4,No,No,A,2,Low,11750.99,26,0,No,0,No,12/31/2017
Yes,1,4,0,51.04839265,6,No,No,M,1,Medium,9165.41,16,2,No,0,Yes,2/28/2018
